User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
4492,49,Other,Germany,4.33,6.06,4,Facebook,0.82,5.5,4.62,Unemployed,Widowed,879.77,Tablet,26.63,0,5.49,1.48,3.89,2.68,9.82,14,3.63,Series,Networking,YouTube,1.16,7,2.56,20,0.45,No,6,PC,50GB,Moderate,9,7,90.61
4493,42,Other,Germany,3.85,2.37,3,Facebook,3.84,2.08,2.7,Student,Divorced,2061.36,PC,84.98,2,5.13,2.32,0.31,7.69,9.17,24,5.33,Movies,News,YouTube,2.38,2,1.02,29,4.27,No,1,Smart TV,Unlimited,Moderate,2,3,232.2
4494,54,Male,Germany,3.11,3.64,5,Facebook,2.85,6.16,1.74,Unemployed,Single,2216.99,Smartphone,36.55,4,5.64,0.93,1.72,8.54,11.31,57,5.1,Series,Entertainment,Netflix,2.74,2,0.26,32,2.99,No,1,PC,50GB,Low,9,6,300.02
4495,51,Female,UK,4.35,7.27,1,Instagram,2.15,4.34,1.04,Professional,Divorced,6342.68,PC,81.3,1,7.88,0.47,1.57,7.49,11.51,11,5.85,Short Videos,News,Amazon Prime,0.08,5,0.7,18,3.32,Yes,6,Smart TV,50GB,High,9,6,282.53
4496,44,Female,Australia,4.87,7.48,1,Twitter,1.14,6.03,2.9,Student,Widowed,6610.8,Tablet,46.35,5,6.39,1.26,3.03,4.24,11.39,77,3.97,Series,Networking,Spotify,1.34,4,1.42,33,4.57,Yes,3,Tablet,50GB,High,9,1,401.8
4497,38,Male,Germany,4.07,5.31,5,Twitter,2.3,4.8,4.75,Professional,Divorced,9038.44,Smartphone,47.11,1,5.59,1.36,1.49,2.37,3.07,145,1.39,Movies,Education,YouTube,0.78,8,1.99,47,0.49,No,8,Smartphone,50GB,Moderate,7,8,95.66
4498,19,Male,USA,6.25,7.05,3,YouTube,3.94,4.4,1.12,Student,Divorced,5218.45,Smartphone,27.06,4,8.22,2.8,2.99,7.29,2.95,17,2.39,News,News,Netflix,3.47,9,1.27,0,3.82,Yes,8,PC,Unlimited,High,3,5,73.86
4499,26,Male,Australia,1.92,9.69,4,Twitter,4.3,0.9,4.73,Professional,Married,2174.03,Smartphone,43.94,2,8.81,1.73,1.61,6.91,9.79,174,1.5,Series,Entertainment,Netflix,2.61,7,2.19,37,0.27,Yes,9,PC,10GB,High,3,8,167.04
4500,34,Female,Canada,1.16,6.88,4,Instagram,3.46,1.53,2.19,Retired,Married,8286.52,Smartphone,53.72,2,6.93,2.8,2.91,7.58,6.95,23,1.94,Short Videos,Education,Amazon Prime,0.76,6,0.53,26,2.77,Yes,2,PC,Unlimited,High,6,3,228.97
4501,44,Female,Germany,4.25,1.72,5,YouTube,4.07,3.24,2.83,Student,Widowed,9286.17,PC,33.16,5,4.48,1.02,1.89,5.39,6.91,58,5.83,Series,Networking,Netflix,1.62,9,0.96,23,0.76,No,1,Smartphone,Unlimited,Moderate,4,9,354.84
4502,39,Female,Germany,7.12,5.54,2,Facebook,0.29,5.49,0.26,Retired,Single,9234.91,Smartphone,35.59,2,7.67,1.96,2.04,9.28,10.71,40,5.68,Movies,Entertainment,Spotify,2.75,7,1.99,45,4.51,No,6,Tablet,10GB,Moderate,1,5,309.32
4503,27,Male,Germany,3.87,5.73,2,Twitter,1.22,5.56,3.02,Unemployed,Single,7900.21,Tablet,99.0,0,8.96,0.96,3.73,9.22,4.07,160,1.63,News,Networking,YouTube,2.9,4,2.07,46,0.29,Yes,8,Smart TV,50GB,High,1,9,212.38
4504,13,Male,Germany,5.95,8.18,1,Instagram,0.48,1.73,2.26,Retired,Widowed,7740.91,Smartphone,55.48,5,4.48,1.87,3.7,8.42,11.0,64,5.37,Short Videos,Education,YouTube,0.42,4,1.43,29,0.51,No,7,Smartphone,10GB,Low,7,1,164.05
4505,38,Other,USA,7.28,7.76,5,Twitter,1.4,3.45,3.52,Student,Widowed,6777.04,PC,58.96,2,4.03,2.03,1.44,8.01,3.74,155,4.04,Short Videos,Networking,Netflix,2.82,4,1.29,17,2.95,Yes,6,PC,Unlimited,Low,5,9,84.97
4506,27,Male,Australia,7.04,6.27,5,Instagram,2.99,0.77,1.22,Professional,Divorced,3446.46,Smartphone,89.54,3,7.99,2.44,1.59,1.43,9.91,27,2.0,Movies,Entertainment,Spotify,1.55,5,2.64,13,4.83,No,1,PC,10GB,Low,7,6,14.01
4507,51,Male,Germany,6.29,9.57,4,Twitter,2.31,2.36,3.52,Unemployed,Married,4898.93,Smartphone,56.64,0,7.29,2.14,3.7,9.14,9.67,104,2.39,News,Networking,YouTube,3.49,4,0.49,47,2.98,No,2,Tablet,10GB,High,6,5,338.27
4508,14,Male,Australia,5.89,2.4,4,Twitter,0.83,5.36,0.26,Retired,Single,4599.11,Tablet,87.87,1,4.3,1.14,3.32,3.94,5.58,86,3.05,Short Videos,Education,Netflix,1.04,4,1.93,29,2.31,Yes,6,Smartphone,10GB,High,2,5,32.09
4509,43,Female,Germany,7.38,6.32,4,Twitter,0.66,3.6,4.37,Student,Married,8711.77,PC,36.73,3,5.49,1.34,0.37,8.34,10.48,115,3.72,Short Videos,Entertainment,YouTube,2.87,4,0.44,28,3.47,Yes,9,Smart TV,Unlimited,Low,8,8,78.12
4510,61,Other,Canada,3.86,6.02,1,TikTok,4.5,6.23,1.32,Professional,Divorced,6827.37,Tablet,73.81,4,4.88,0.44,2.52,8.16,10.47,53,3.19,News,Education,Netflix,0.55,2,0.78,32,1.49,Yes,7,Smartphone,Unlimited,Low,2,5,233.92
4511,22,Other,UK,2.4,5.1,3,TikTok,1.49,6.04,0.16,Student,Widowed,6525.26,Smartphone,82.28,5,5.16,2.44,3.25,7.13,2.81,100,4.02,Movies,News,Spotify,0.22,8,1.26,23,4.36,No,5,Tablet,10GB,High,3,1,145.51
4512,37,Male,Australia,1.59,5.99,3,Twitter,4.59,6.34,0.61,Unemployed,Widowed,3450.42,PC,41.17,4,5.99,1.55,2.55,9.82,7.54,120,3.94,Movies,Education,Amazon Prime,0.06,8,2.35,11,1.36,No,7,Smart TV,10GB,High,4,5,3.77
4513,17,Male,Canada,5.6,3.15,4,Twitter,2.33,2.13,3.26,Student,Divorced,7901.9,PC,85.26,3,7.45,2.01,2.14,5.12,10.55,156,5.95,Series,Education,Amazon Prime,3.94,3,2.79,21,3.83,Yes,1,Smartphone,Unlimited,Moderate,6,7,407.62
4514,45,Female,Canada,1.32,3.18,1,Twitter,4.63,2.27,4.85,Retired,Married,6288.82,Tablet,66.16,5,8.08,0.23,3.84,9.55,2.84,46,1.28,Short Videos,Entertainment,Spotify,0.09,1,2.35,14,3.27,No,9,Tablet,Unlimited,High,9,5,405.36
4515,41,Male,Canada,1.26,9.87,5,Instagram,3.41,2.84,1.67,Professional,Married,955.98,Smartphone,12.35,0,7.73,1.09,1.24,1.2,5.45,80,1.72,Movies,Entertainment,Netflix,0.7,6,1.78,17,2.57,Yes,8,PC,Unlimited,Moderate,7,2,204.26
4516,34,Male,India,5.04,0.59,3,YouTube,0.69,4.64,3.43,Student,Single,6511.19,Smartphone,40.08,3,5.07,2.49,3.25,4.51,4.48,149,4.47,News,News,Spotify,2.34,4,2.06,38,4.53,Yes,5,Tablet,10GB,Moderate,3,5,324.09
4517,40,Male,Germany,3.42,6.58,2,Instagram,2.69,1.46,0.21,Professional,Married,7955.72,PC,73.95,4,7.95,2.85,1.89,9.7,11.51,149,5.0,Short Videos,Entertainment,YouTube,0.43,8,0.7,31,3.21,No,7,Tablet,Unlimited,Moderate,6,4,74.46
4518,59,Male,Canada,1.78,3.82,3,YouTube,2.6,3.08,2.92,Retired,Single,9812.63,Tablet,89.91,1,4.93,0.53,0.16,6.44,9.69,38,2.03,Short Videos,Networking,Amazon Prime,0.98,8,0.59,34,2.96,No,7,Smart TV,10GB,High,4,7,282.21
4519,23,Male,UK,7.2,9.1,1,Facebook,4.49,4.65,0.44,Unemployed,Widowed,8514.25,Smartphone,44.91,4,4.34,2.43,3.91,1.82,6.22,115,1.23,News,Entertainment,Spotify,3.91,8,2.15,37,0.06,Yes,7,Smartphone,10GB,Low,7,9,472.2
4520,14,Female,UK,7.24,7.7,3,YouTube,0.72,6.05,0.66,Student,Divorced,3125.3,Tablet,10.08,4,5.0,2.82,1.38,6.38,4.5,144,5.96,News,Networking,Netflix,3.16,6,3.0,25,0.35,Yes,9,Tablet,Unlimited,Low,7,5,57.31
4521,57,Other,India,6.7,6.58,3,YouTube,4.06,5.23,1.7,Retired,Widowed,1441.52,PC,48.12,1,6.25,1.08,1.21,4.54,7.02,125,2.34,Series,News,Amazon Prime,2.18,6,1.52,16,1.93,No,6,Smartphone,10GB,Low,1,3,23.64
4522,43,Female,Germany,3.47,3.99,5,YouTube,0.6,6.58,3.43,Retired,Widowed,6508.51,Tablet,87.9,3,5.42,2.89,2.43,5.77,3.87,112,4.46,Series,Networking,YouTube,3.24,8,2.59,43,2.24,No,7,Smartphone,Unlimited,Low,8,5,85.21
4523,59,Female,Germany,6.79,0.73,5,YouTube,3.32,2.91,1.48,Professional,Single,9841.82,PC,86.05,5,4.37,1.28,2.15,5.39,4.68,133,1.02,Movies,Education,YouTube,2.31,7,2.5,41,4.61,Yes,2,Smartphone,50GB,Moderate,3,3,461.12
4524,44,Male,India,7.38,9.21,3,TikTok,3.84,0.55,4.81,Retired,Widowed,1127.62,Smartphone,46.36,1,6.2,0.95,0.05,9.51,4.41,198,1.19,Movies,News,Netflix,3.18,6,0.42,11,4.39,Yes,5,Tablet,10GB,High,2,8,95.28
4525,55,Female,Germany,5.89,6.22,4,TikTok,3.78,5.68,1.12,Student,Divorced,4778.98,PC,84.11,1,6.49,2.26,2.77,8.67,4.38,187,0.78,News,Education,Spotify,0.11,4,0.98,21,4.95,Yes,8,Smartphone,10GB,Moderate,7,9,47.96
4526,35,Female,USA,7.1,8.46,2,TikTok,1.21,6.47,4.42,Retired,Single,5770.47,Smartphone,22.24,1,7.1,2.06,0.74,1.62,6.4,41,4.88,Movies,News,YouTube,1.51,7,0.5,38,2.56,Yes,5,Tablet,50GB,Low,8,2,170.18
4527,51,Female,Australia,7.82,2.94,1,Twitter,1.76,6.11,1.31,Unemployed,Married,7146.32,PC,57.89,2,7.26,0.71,3.76,2.29,6.52,156,2.24,Movies,Entertainment,Netflix,3.87,2,1.42,49,2.03,Yes,7,PC,Unlimited,Moderate,2,7,361.11
4528,60,Female,Australia,4.58,0.88,4,Instagram,2.82,6.17,1.68,Student,Married,895.19,PC,99.22,1,4.94,0.17,3.41,7.75,8.99,140,3.64,Short Videos,Entertainment,Netflix,0.35,2,1.61,47,0.2,Yes,2,Smart TV,Unlimited,Low,6,4,173.38
4529,42,Female,UK,1.53,1.74,5,Twitter,3.26,2.32,3.34,Professional,Widowed,7455.74,Smartphone,20.16,0,8.5,1.33,1.42,5.94,6.02,53,4.97,Short Videos,News,Amazon Prime,2.94,4,0.64,24,2.37,No,5,Smart TV,Unlimited,Low,8,4,77.18
4530,22,Other,Canada,5.96,5.32,2,Instagram,2.52,3.32,4.44,Student,Widowed,1917.77,Smartphone,6.54,2,6.51,1.53,3.12,7.24,10.91,168,1.3,Short Videos,Networking,Spotify,0.17,5,1.3,21,2.63,Yes,2,Tablet,10GB,Moderate,3,6,239.86
4531,26,Male,Canada,5.25,2.21,5,YouTube,2.85,4.43,4.35,Professional,Married,8692.94,Smartphone,72.66,1,7.33,1.37,3.39,6.32,8.92,22,5.36,News,Networking,Spotify,0.98,7,1.69,23,1.59,Yes,9,Smartphone,Unlimited,Moderate,1,7,78.39
4532,23,Male,India,2.67,2.95,4,Facebook,1.4,4.94,1.43,Retired,Single,4555.22,PC,7.84,4,7.83,1.32,1.68,8.75,6.29,93,1.47,Short Videos,Networking,Amazon Prime,2.54,3,1.27,23,0.89,No,4,Tablet,10GB,Moderate,5,1,51.64
4533,25,Female,India,4.82,3.24,4,Twitter,4.53,6.92,3.53,Professional,Divorced,1973.94,PC,46.07,2,6.52,2.49,3.52,3.27,9.12,30,0.89,Short Videos,News,Spotify,2.09,8,0.38,18,2.95,No,9,Smartphone,50GB,Moderate,2,9,72.23
4534,28,Male,Germany,5.17,2.31,3,TikTok,1.78,3.22,4.24,Student,Single,4160.87,Smartphone,93.15,1,7.22,0.57,2.03,2.49,10.7,95,2.19,Series,Entertainment,YouTube,0.2,7,0.5,6,0.65,Yes,8,Tablet,Unlimited,High,9,4,418.31
4535,41,Other,Germany,2.18,8.63,1,TikTok,4.85,4.46,3.72,Unemployed,Single,2485.31,PC,5.02,5,6.91,0.01,3.64,6.87,9.9,85,1.93,Series,News,Amazon Prime,1.12,7,1.51,0,4.62,Yes,9,PC,10GB,Moderate,3,2,439.4
4536,43,Male,UK,5.8,7.37,4,Twitter,1.98,1.2,4.11,Student,Single,8820.82,Tablet,37.08,4,4.79,2.84,0.99,6.36,4.62,165,5.81,Movies,Networking,Netflix,3.94,2,0.18,25,1.1,Yes,1,Tablet,Unlimited,Low,8,8,387.14
4537,35,Male,India,1.42,9.76,3,Twitter,0.49,4.44,2.05,Student,Widowed,8921.54,Smartphone,62.94,5,4.41,2.81,1.29,7.58,9.5,91,2.22,Series,Education,Spotify,1.17,7,2.42,8,0.77,Yes,9,PC,10GB,Moderate,3,6,228.3
4538,45,Male,UK,2.97,5.26,3,Facebook,2.87,0.84,2.51,Professional,Widowed,5257.1,Tablet,89.71,2,6.57,0.7,1.85,8.49,11.19,152,2.28,Short Videos,Networking,YouTube,2.14,5,0.09,40,4.07,No,7,PC,50GB,Low,3,3,398.36
4539,17,Other,USA,4.78,4.38,5,YouTube,3.32,4.03,4.79,Student,Divorced,2519.77,PC,21.04,2,8.05,1.94,3.23,0.93,3.2,80,5.5,News,Networking,Spotify,1.91,6,1.33,40,1.05,Yes,5,Tablet,Unlimited,Low,9,6,20.15
4540,17,Female,Australia,4.74,2.61,4,Facebook,0.97,4.86,4.27,Unemployed,Widowed,2705.71,Tablet,53.44,3,4.98,2.48,1.85,9.83,9.7,70,3.61,Movies,Entertainment,Amazon Prime,2.88,6,2.53,42,3.62,No,5,PC,50GB,High,6,5,480.42
4541,21,Female,India,2.46,4.29,1,Facebook,1.1,2.95,0.74,Retired,Divorced,1658.56,Smartphone,94.54,2,6.97,1.28,1.99,9.45,8.54,94,3.27,Series,Education,Spotify,1.9,1,0.54,28,0.4,Yes,4,Smartphone,Unlimited,Moderate,3,5,329.05
4542,39,Male,UK,4.37,6.43,3,Facebook,0.4,0.6,4.27,Unemployed,Divorced,4654.35,Smartphone,35.44,0,5.28,2.71,1.31,1.92,4.2,129,5.11,Movies,Education,Amazon Prime,1.41,1,0.73,7,1.4,No,9,PC,Unlimited,High,5,2,332.65
4543,24,Female,India,1.94,1.27,1,Instagram,1.13,4.53,3.04,Retired,Single,2377.87,Smartphone,10.29,0,7.81,0.35,1.44,2.13,5.22,18,3.97,Short Videos,Entertainment,Amazon Prime,2.45,8,2.84,15,4.99,Yes,1,Tablet,10GB,Low,5,5,441.64
4544,27,Male,India,1.34,3.18,2,Twitter,0.73,3.0,0.71,Student,Divorced,8378.79,Tablet,15.82,1,4.5,0.48,3.36,3.7,4.37,109,1.25,Series,Education,YouTube,1.9,6,0.3,36,3.62,No,4,Smartphone,50GB,Low,1,2,10.71
4545,33,Female,UK,7.99,3.36,1,YouTube,0.2,2.17,0.21,Unemployed,Married,3481.22,PC,68.95,2,6.21,0.01,3.28,1.04,10.19,100,2.89,News,Entertainment,Amazon Prime,3.78,1,2.31,9,4.99,Yes,5,Tablet,Unlimited,High,8,7,442.21
4546,55,Male,Canada,2.23,4.09,5,Instagram,3.78,4.11,2.6,Retired,Married,6461.76,Tablet,99.11,3,4.03,1.34,3.44,4.82,5.65,135,0.87,Movies,Networking,YouTube,0.61,7,0.7,32,0.01,No,7,Tablet,Unlimited,Low,9,1,83.48
4547,13,Female,Australia,2.1,5.54,4,Facebook,4.26,5.86,2.08,Professional,Single,7639.6,Tablet,57.37,2,6.15,1.96,1.99,0.72,6.47,29,5.68,Series,Entertainment,Spotify,0.69,9,2.45,48,4.49,Yes,2,Tablet,Unlimited,Low,3,2,73.76
4548,46,Other,Canada,5.52,6.1,3,Twitter,3.13,3.72,1.83,Retired,Single,2807.5,Tablet,29.15,3,7.65,1.65,3.72,0.38,8.67,132,2.02,Short Videos,News,YouTube,2.79,2,1.19,3,0.01,Yes,5,Tablet,50GB,Moderate,7,3,79.75
4549,47,Male,Germany,3.8,2.73,2,Instagram,2.29,0.65,3.81,Unemployed,Widowed,8811.04,PC,84.31,1,8.8,1.42,0.94,3.57,10.39,32,1.12,Series,News,YouTube,0.27,9,0.01,44,3.68,Yes,3,Smartphone,Unlimited,High,8,3,401.41
4550,54,Female,Germany,5.02,2.31,4,TikTok,2.37,4.44,1.41,Unemployed,Single,8822.91,Tablet,93.91,5,5.11,1.84,3.45,4.79,7.69,25,5.76,Movies,Education,Amazon Prime,3.99,5,2.11,4,4.18,Yes,8,Smartphone,Unlimited,High,3,7,320.92
4551,61,Female,Australia,6.14,8.64,3,YouTube,2.47,4.06,0.98,Unemployed,Married,1431.75,Smartphone,48.33,4,4.87,1.15,2.46,6.81,7.94,110,5.44,Short Videos,Networking,Spotify,2.39,7,1.64,8,4.68,No,3,Smart TV,50GB,Moderate,3,5,90.82
4552,14,Female,Canada,6.63,8.24,4,TikTok,1.56,0.85,2.07,Professional,Widowed,3819.66,Tablet,31.9,5,5.62,0.73,3.87,9.16,11.39,174,4.37,News,Education,Amazon Prime,3.7,4,0.13,24,4.17,No,1,Tablet,10GB,Moderate,2,4,404.18
4553,21,Male,USA,2.89,8.47,4,TikTok,3.22,1.56,4.38,Student,Divorced,9595.42,PC,9.05,0,6.13,0.36,0.77,8.54,10.37,37,4.21,Short Videos,News,Spotify,1.79,3,2.36,48,3.72,Yes,3,Smartphone,50GB,Low,7,8,9.66
4554,59,Female,India,1.39,2.0,3,TikTok,4.3,5.21,2.53,Student,Widowed,8132.61,PC,27.08,3,7.68,0.13,3.78,5.09,9.25,164,0.94,Series,Education,Amazon Prime,1.79,6,2.73,5,0.62,No,2,PC,50GB,High,3,1,289.69
4555,36,Female,Canada,1.51,1.98,4,Twitter,2.99,5.66,2.33,Retired,Married,4885.59,Tablet,69.68,3,8.22,1.16,2.55,4.6,11.83,186,1.96,Movies,News,Amazon Prime,2.12,4,0.7,9,1.27,Yes,1,Smartphone,50GB,Moderate,6,2,194.16
4556,42,Other,Canada,0.78,5.3,5,Facebook,2.92,2.66,2.64,Student,Widowed,3234.01,Tablet,34.34,5,8.74,1.05,0.97,5.93,4.21,55,5.65,Series,Networking,YouTube,0.34,2,1.96,9,2.0,No,5,Tablet,50GB,High,1,1,390.42
4557,47,Other,Germany,2.34,5.9,4,Twitter,4.91,1.28,0.07,Retired,Divorced,4404.18,Smartphone,27.99,5,8.56,2.83,0.32,5.47,7.72,26,0.73,Series,News,YouTube,2.96,8,2.63,47,0.32,Yes,2,PC,Unlimited,Low,1,2,423.89
4558,48,Male,USA,3.55,1.58,5,TikTok,3.62,3.92,4.1,Professional,Married,4634.26,Smartphone,99.87,0,4.35,1.33,1.78,6.02,5.13,114,2.55,News,Entertainment,Netflix,3.46,2,0.69,20,2.72,No,7,Smartphone,Unlimited,Moderate,6,1,230.75
4559,61,Other,Australia,5.55,1.47,5,Facebook,1.88,1.98,3.62,Professional,Widowed,7604.12,Tablet,83.37,3,8.89,2.72,1.04,0.09,7.69,125,4.96,News,Networking,Netflix,1.22,9,2.94,25,3.15,Yes,2,Smart TV,10GB,Low,8,3,472.55
4560,64,Male,India,2.96,8.17,3,Facebook,0.53,0.62,3.37,Unemployed,Divorced,8399.95,Tablet,94.65,1,7.75,2.94,3.88,3.14,9.09,166,3.84,Series,Entertainment,YouTube,0.74,6,0.18,30,4.96,Yes,6,Tablet,Unlimited,High,9,8,442.69
4561,50,Other,USA,2.54,9.38,4,YouTube,2.34,4.32,1.36,Professional,Single,9085.31,Smartphone,87.08,1,7.92,2.15,3.77,3.14,11.91,169,2.62,News,Education,YouTube,0.52,4,2.79,31,2.61,Yes,3,Smartphone,50GB,Low,6,6,283.38
4562,27,Other,USA,7.58,3.97,5,Instagram,1.93,4.71,4.95,Unemployed,Single,4785.4,Smartphone,92.16,0,7.55,1.15,3.71,5.82,7.98,75,3.53,Series,News,Netflix,2.63,7,1.32,25,0.95,No,4,Smart TV,50GB,High,7,2,476.9
4563,58,Male,India,5.48,3.64,5,TikTok,2.54,5.17,4.74,Professional,Married,1440.55,PC,55.39,4,5.42,1.72,0.86,3.3,11.85,181,2.2,News,Networking,Netflix,1.16,4,1.69,45,4.48,No,5,Smart TV,Unlimited,Moderate,3,8,47.99
4564,15,Male,Canada,2.31,1.41,5,Instagram,2.81,4.05,1.32,Unemployed,Widowed,6946.63,Tablet,86.19,4,5.55,2.08,3.57,7.26,4.72,80,4.11,News,Networking,YouTube,2.18,1,0.42,49,4.07,Yes,3,Smartphone,10GB,Low,7,5,80.06
4565,25,Female,USA,6.51,2.28,5,Twitter,3.04,2.44,4.38,Unemployed,Divorced,3535.9,Smartphone,46.92,1,5.0,1.71,1.28,3.1,4.72,22,4.19,Series,Entertainment,Amazon Prime,3.06,9,0.59,19,4.69,No,3,Smart TV,Unlimited,High,7,8,99.19
4566,59,Male,UK,0.55,4.37,1,YouTube,3.37,1.17,3.41,Professional,Married,1391.61,Tablet,36.63,2,8.37,1.62,2.12,3.5,5.7,82,1.02,Short Videos,Entertainment,Amazon Prime,1.23,3,0.19,2,3.08,Yes,4,Tablet,10GB,Low,9,6,10.48
4567,26,Female,Australia,4.79,3.73,2,Facebook,3.53,5.63,4.88,Student,Divorced,9275.29,Smartphone,81.57,5,5.6,2.69,2.65,8.52,5.38,27,3.51,Series,Entertainment,Amazon Prime,3.05,9,1.45,3,2.03,No,4,Smart TV,10GB,Low,9,4,437.04
4568,24,Female,USA,2.93,2.65,1,TikTok,2.17,6.14,4.92,Retired,Single,916.14,Smartphone,12.4,1,4.13,1.26,0.06,6.33,2.97,106,2.18,Short Videos,News,Amazon Prime,1.65,7,0.6,40,3.6,No,9,Smartphone,50GB,High,7,4,430.88
4569,20,Male,Australia,6.99,3.63,4,Facebook,2.23,0.79,4.94,Retired,Divorced,4249.63,PC,35.62,3,8.43,1.04,3.06,6.12,8.54,139,1.33,Movies,Education,YouTube,3.08,9,0.62,31,4.21,No,6,Tablet,Unlimited,High,5,1,68.1
4570,57,Female,USA,6.88,9.04,1,Facebook,1.77,0.71,3.03,Professional,Married,6284.58,Smartphone,87.24,2,6.34,1.04,3.95,0.28,6.26,15,3.92,Movies,Networking,Amazon Prime,0.67,7,1.62,41,0.73,Yes,2,Tablet,50GB,High,8,2,330.86
4571,39,Other,Australia,5.46,1.55,5,YouTube,1.58,4.0,3.82,Unemployed,Married,5967.72,Tablet,84.43,0,6.2,0.84,2.0,3.83,2.8,149,0.9,Series,Entertainment,Spotify,1.34,5,0.28,0,2.6,No,6,Tablet,50GB,Moderate,1,9,95.83
4572,48,Female,Germany,6.26,9.79,3,TikTok,1.54,3.61,2.82,Retired,Single,6731.91,Tablet,98.48,4,4.15,1.18,2.08,5.61,7.0,23,3.89,News,Networking,Netflix,0.88,8,2.3,47,0.03,No,5,PC,10GB,Low,6,6,343.55
4573,25,Male,Canada,7.04,6.12,2,TikTok,2.71,6.05,3.69,Student,Single,6103.6,PC,39.3,0,5.68,2.4,0.42,5.38,8.63,18,1.42,Series,News,Spotify,2.93,3,1.61,27,0.83,Yes,8,PC,10GB,Moderate,2,8,216.93
4574,52,Other,UK,3.24,2.57,2,Instagram,0.21,2.36,2.74,Unemployed,Widowed,653.36,Tablet,8.11,2,6.69,1.67,1.94,0.38,6.2,95,3.83,Movies,Entertainment,Amazon Prime,1.84,9,0.85,6,2.66,Yes,6,Tablet,50GB,Low,5,6,283.75
4575,52,Male,USA,4.38,3.91,5,Facebook,4.5,6.16,2.85,Professional,Single,7115.03,PC,45.58,3,5.79,0.54,0.36,4.08,3.51,145,2.88,Series,Entertainment,Amazon Prime,0.48,6,0.52,9,2.17,No,9,PC,10GB,High,2,3,197.69
4576,29,Other,Australia,7.9,3.6,2,Facebook,0.5,0.72,4.62,Unemployed,Divorced,2244.42,Smartphone,47.16,3,8.51,1.37,2.39,5.3,9.99,126,5.12,Short Videos,News,Spotify,3.31,7,1.79,42,3.63,No,7,PC,10GB,Moderate,1,6,346.46
4577,34,Male,UK,6.6,6.49,3,YouTube,4.58,3.0,4.74,Student,Single,3634.12,Smartphone,65.22,3,7.7,0.32,3.12,1.09,3.08,178,2.22,News,Networking,Spotify,1.86,9,1.39,47,3.85,Yes,2,Tablet,Unlimited,High,9,7,323.58
4578,23,Male,India,3.36,4.43,2,Instagram,4.64,6.91,2.5,Retired,Widowed,2328.17,Smartphone,9.33,4,5.13,1.43,1.06,8.46,5.69,123,1.01,Movies,News,Amazon Prime,3.33,6,2.65,29,4.24,Yes,1,Smart TV,Unlimited,Moderate,2,1,228.89
4579,63,Other,Canada,1.56,4.14,4,Facebook,4.49,6.65,3.63,Unemployed,Single,8369.57,Tablet,47.95,4,6.18,0.65,2.45,5.61,7.01,129,4.15,News,News,Spotify,2.29,6,2.4,29,1.15,Yes,4,PC,Unlimited,Moderate,4,6,183.72
4580,46,Female,Canada,2.02,2.05,3,Facebook,1.54,5.64,3.21,Professional,Married,7988.63,Tablet,18.03,0,5.25,2.58,0.63,2.58,10.59,149,4.97,Short Videos,Education,Netflix,0.34,7,0.48,13,4.26,No,7,Smartphone,50GB,Low,8,2,183.52
4581,61,Female,Germany,3.23,9.35,5,Twitter,1.66,5.83,1.43,Student,Single,6895.7,Smartphone,80.67,0,4.63,1.08,0.3,5.69,3.28,111,1.41,News,Entertainment,YouTube,3.04,5,1.3,26,0.76,Yes,9,Tablet,10GB,Moderate,5,7,364.85
4582,28,Male,Canada,6.78,5.61,2,Instagram,1.61,2.88,3.44,Student,Married,717.01,Tablet,88.07,1,5.91,2.95,0.31,9.93,9.68,172,0.98,Movies,Networking,Spotify,0.53,8,1.59,42,2.08,No,6,Smartphone,Unlimited,High,9,3,361.95
4583,53,Female,Canada,4.61,7.23,1,Twitter,4.55,1.16,1.59,Unemployed,Widowed,2400.55,Tablet,77.44,4,5.34,1.95,1.93,8.5,6.01,164,5.05,News,Education,Netflix,0.78,4,0.37,24,4.2,No,8,Smartphone,Unlimited,Low,2,8,370.83
4584,52,Male,Germany,1.54,5.07,5,Instagram,2.06,4.97,2.07,Unemployed,Single,3569.83,Smartphone,77.01,5,6.58,1.72,2.0,5.36,11.32,150,5.06,Short Videos,News,Amazon Prime,2.96,3,1.0,43,0.45,Yes,6,Smartphone,50GB,Moderate,4,9,372.04
